estado;sigla;região;nome;Pop_est_2009;PIB;PIB_percapita;_merge
MATO GROSSO DO SUL;MS;CENTRO-OESTE;Rochedo;4480;80849.7578125;18046.8203125;both
MATO GROSSO DO SUL;MS;CENTRO-OESTE;Iguatemi;15222;215600.4375;14163.74023438;both
MATO GROSSO DO SUL;MS;CENTRO-OESTE;Vicentina;5783;60769.06640625;10508.23046875;both
MATO GROSSO DO SUL;MS;CENTRO-OESTE;Pedro Gomes;8537;112090.9921875;13130.01953125;both
MATO GROSSO DO SUL;MS;CENTRO-OESTE;Deodápolis;11600;102620.125;8846.55957031;both
MATO GROSSO DO SUL;MS;CENTRO-OESTE;Nova Alvorada do Sul;12673;239135.078125;18869.65039062;both
MATO GROSSO DO SUL;MS;CENTRO-OESTE;Santa Rita do Pardo;7454;146599.171875;19667.1796875;both
MATO GROSSO DO SUL;MS;CENTRO-OESTE;Taquarussu;3165;46686.03125;14750.71972656;both
MATO GROSSO DO SUL;MS;CENTRO-OESTE;Rio Verde de Mato Grosso;19216;226357.765625;11779.65039062;both
MATO GROSSO DO SUL;MS;CENTRO-OESTE;Dourados;189762;3003284.25;15826.58007812;both
MATO GROSSO DO SUL;MS;CENTRO-OESTE;Chapadão do Sul;17293;618489.0625;35765.28125;both
MATO GROSSO DO SUL;MS;CENTRO-OESTE;Coronel Sapucaia;14569;88014.453125;6041.20996094;both
PARÁ;PA;NORTE;Afuá;32633;100038.40625;3065.56005859;both
PARÁ;PA;NORTE;Tomé-Açu;48607;226379.46875;4657.33984375;both
PARÁ;PA;NORTE;Cachoeira do Arari;20411;62800.12890625;3076.7800293;both
PARÁ;PA;NORTE;Bragança;107060;382807.5625;3575.63989258;both
PARÁ;PA;NORTE;Breu Branco;52200;282525.6875;5412.37011719;both
PARÁ;PA;NORTE;Aveiro;20266;54393.734375;2683.98999023;both
PARÁ;PA;NORTE;Marabá;203049;3058909.0;15064.87988281;both
PARÁ;PA;NORTE;Portel;48945;166577.46875;3403.36010742;both
PARÁ;PA;NORTE;Breves;101094;300338.15625;2970.87988281;both
PARÁ;PA;NORTE;Nova Esperança do Piriá;24062;69204.703125;2876.10009766;both
PARÁ;PA;NORTE;Rurópolis;36068;107944.171875;2992.80004883;both
PARÁ;PA;NORTE;Novo Repartimento;55762;237766.78125;4263.95996094;both
PARÁ;PA;NORTE;Nova Timboteua;12677;44749.25390625;3529.95996094;both
PARÁ;PA;NORTE;Sapucaia;5609;43872.1953125;7821.75;both
PARÁ;PA;NORTE;Tucuruí;96010;2170090.0;22602.75;both
PARÁ;PA;NORTE;Cachoeira do Piriá;18777;47205.38671875;2514.0;both
PARÁ;PA;NORTE;Capitão Poço;52797;160230.15625;3034.83007812;both
PARÁ;PA;NORTE;Prainha;26570;109358.3515625;4115.85986328;both
PARÁ;PA;NORTE;Monte Alegre;63941;253144.65625;3959.04003906;both
PARÁ;PA;NORTE;Palestina do Pará;7301;30205.0859375;4137.12011719;both
PARÁ;PA;NORTE;Bom Jesus do Tocantins;13593;63053.15234375;4638.64990234;both
PARÁ;PA;NORTE;Mãe do Rio;29087;144473.65625;4966.95019531;both
PARÁ;PA;NORTE;São Félix do Xingu;67208;373894.5;5563.24023438;both
PARÁ;PA;NORTE;Curuçá;36748;106017.2265625;2884.97998047;both
PARÁ;PA;NORTE;Anapu;20421;77226.921875;3781.73999023;both
PARÁ;PA;NORTE;Ponta de Pedras;26445;76088.96875;2877.25;both
PARÁ;PA;NORTE;Santana do Araguaia;55033;286106.03125;5198.81005859;both
PARÁ;PA;NORTE;Santa Luzia do Pará;18417;58426.12890625;3172.39990234;both
PARÁ;PA;NORTE;Floresta do Araguaia;15629;178405.46875;11415.03027344;both
PARÁ;PA;NORTE;Curuá;12984;51835.18359375;3992.23999023;both
PARÁ;PA;NORTE;Viseu;55512;158801.546875;2860.66992188;both
PARÁ;PA;NORTE;Canaã dos Carajás;27675;852967.1875;30820.859375;both
PARÁ;PA;NORTE;Inhangapi;10377;32318.24804688;3114.40991211;both
PARÁ;PA;NORTE;Rondon do Pará;47772;244986.21875;5128.24023438;both
PARÁ;PA;NORTE;Soure;22459;81680.953125;3636.88989258;both
PARÁ;PA;NORTE;Gurupá;25511;79299.140625;3108.42993164;both
PARÁ;PA;NORTE;Anajás;27386;62534.5625;2283.44995117;both
PARÁ;PA;NORTE;Ourém;15841;49183.3671875;3104.81005859;both
PARÁ;PA;NORTE;Porto de Moz;28091;76142.9296875;2710.58007812;both
PARÁ;PA;NORTE;Igarapé-Açu;35241;106980.84375;3035.68994141;both
PARÁ;PA;NORTE;Ourilândia do Norte;21327;218164.859375;10229.50976562;both
PARÁ;PA;NORTE;Nova Ipixuna;15097;53906.359375;3570.66992188;both
PARÁ;PA;NORTE;Parauapebas;152777;5617969.5;36772.3515625;both
PARÁ;PA;NORTE;Aurora do Pará;22315;86019.953125;3854.80004883;both
PARÁ;PA;NORTE;Abaetetuba;139819;456256.9375;3263.19995117;both
PARÁ;PA;NORTE;Juruti;35530;272503.25;7669.66992188;both
PARÁ;PA;NORTE;Colares;11433;37286.609375;3261.31005859;both
PARÁ;PA;NORTE;Terra Santa;16004;55202.80859375;3449.31005859;both
PARÁ;PA;NORTE;Chaves;20506;68304.5390625;3330.94995117;both
PARÁ;PA;NORTE;Altamira;98750;608372.75;6160.74023438;both
PARÁ;PA;NORTE;Primavera;10993;31326.78710938;2849.69995117;both
PARÁ;PA;NORTE;Abel Figueiredo;6967;42869.5;6153.22021484;both
PARÁ;PA;NORTE;Melgaço;17657;49263.66796875;2790.04003906;both
PARÁ;PA;NORTE;Curionópolis;17944;85909.015625;4787.62011719;both
PARÁ;PA;NORTE;Mocajuba;24695;78208.3984375;3166.9699707;both
PARÁ;PA;NORTE;Ulianópolis;36020;172814.859375;4797.75;both
PARÁ;PA;NORTE;Rio Maria;17437;171342.984375;9826.40039062;both
PARÁ;PA;NORTE;Salinópolis;39184;156126.578125;3984.44995117;both
PARÁ;PA;NORTE;Salvaterra;18124;69514.453125;3835.48999023;both
PARÁ;PA;NORTE;Barcarena;92567;3287297.25;35512.62890625;both
PARÁ;PA;NORTE;Belterra;12671;68352.0703125;5394.37011719;both
PARÁ;PA;NORTE;São Francisco do Pará;11743;52004.66796875;4428.56982422;both
PARÁ;PA;NORTE;Augusto Corrêa;39317;111036.953125;2824.14990234;both
PARÁ;PA;NORTE;Trairão;17134;69021.6796875;4028.35009766;both
PARÁ;PA;NORTE;Paragominas;97350;878875.1875;9027.99023438;both
PARÁ;PA;NORTE;Vigia;46205;164092.5625;3551.39990234;both
PARÁ;PA;NORTE;Itupiranga;41541;188305.25;4533.0;both
PARÁ;PA;NORTE;Castanhal;161497;1216351.375;7531.72998047;both
PARÁ;PA;NORTE;Moju;68600;234566.484375;3419.34008789;both
PARÁ;PA;NORTE;Cumaru do Norte;11890;81871.8359375;6885.77001953;both
PARÁ;PA;NORTE;Bonito;12013;36021.890625;2998.58007812;both
PARÁ;PA;NORTE;Piçarra;13140;76790.75;5844.04980469;both
PARÁ;PA;NORTE;Tailândia;72720;351910.1875;4839.25;both
PARÁ;PA;NORTE;Magalhães Barata;7895;23328.38085938;2954.83007812;both
PARÁ;PA;NORTE;Bagre;20386;45750.63671875;2244.2199707;both
PARÁ;PA;NORTE;São João da Ponta;5038;17295.59179688;3433.0300293;both
PARÁ;PA;NORTE;Capanema;64429;407624.25;6326.72021484;both
PARÁ;PA;NORTE;Conceição do Araguaia;47237;230119.125;4871.58984375;both
PARÁ;PA;NORTE;Peixe-Boi;7916;23817.72460938;3008.81005859;both
PARÁ;PA;NORTE;Óbidos;48429;205298.015625;4239.14990234;both
PARÁ;PA;NORTE;Dom Eliseu;39088;229661.15625;5875.49023438;both
PARÁ;PA;NORTE;São Geraldo do Araguaia;25027;130322.4453125;5207.27001953;both
PARÁ;PA;NORTE;Novo Progresso;21504;150373.875;6992.83007812;both
PARÁ;PA;NORTE;Redenção;67064;573767.6875;8555.51953125;both
PARÁ;PA;NORTE;Oriximiná;58683;852071.4375;14519.90039062;both
PARÁ;PA;NORTE;Baião;28299;105948.2578125;3743.88989258;both
PARÁ;PA;NORTE;Senador José Porfírio;14434;50105.02734375;3471.32006836;both
PARÁ;PA;NORTE;Tucumã;27691;244780.0625;8839.70019531;both
PARÁ;PA;NORTE;Terra Alta;10580;27078.78710938;2559.42993164;both
PARÁ;PA;NORTE;Irituia;30552;81347.4296875;2662.59008789;both
PARÁ;PA;NORTE;São Caetano de Odivelas;16862;58551.58984375;3472.39990234;both
PARÁ;PA;NORTE;Limoeiro do Ajuru;24967;78205.4921875;3132.35009766;both
PARÁ;PA;NORTE;Marituba;101158;518739.1875;5128.00976562;both
PARÁ;PA;NORTE;Santa Maria das Barreiras;17778;92045.8671875;5177.52001953;both
PARÁ;PA;NORTE;Acará;48501;240422.15625;4957.06005859;both
PARÁ;PA;NORTE;Eldorado dos Carajás;29251;161438.78125;5519.08984375;both
PARÁ;PA;NORTE;Jacareacanga;41487;80748.671875;1946.35998535;both
PARÁ;PA;NORTE;Quatipuru;13459;47786.7421875;3550.54003906;both
PARÁ;PA;NORTE;Marapanim;28011;95740.6484375;3417.9699707;both
PARÁ;PA;NORTE;Almeirim;31192;345153.5625;11065.45019531;both
PARÁ;PA;NORTE;Muaná;30568;72737.625;2379.54003906;both
PARÁ;PA;NORTE;Xinguara;40529;419696.09375;10355.45019531;both
PARÁ;PA;NORTE;Santarém Novo;6347;21127.81835938;3328.79003906;both
PARÁ;PA;NORTE;São Sebastião da Boa Vista;21874;54654.15625;2498.59008789;both
PARÁ;PA;NORTE;Curralinho;27543;55652.5234375;2020.56994629;both
PARÁ;PA;NORTE;São Domingos do Capim;27923;85305.6875;3055.0300293;both
PARÁ;PA;NORTE;Uruará;33782;181708.8125;5378.87011719;both
PARÁ;PA;NORTE;Ananindeua;505512;3243369.5;6416.00976562;both
PARÁ;PA;NORTE;São João de Pirabas;19900;66196.484375;3326.45996094;both
PARÁ;PA;NORTE;Santa Bárbara do Pará;14740;59371.12109375;4027.88989258;both
PARÁ;PA;NORTE;Santa Cruz do Arari;6280;22389.1171875;3565.14990234;both
PARÁ;PA;NORTE;Garrafão do Norte;25538;74992.078125;2936.48999023;both
PARÁ;PA;NORTE;Itaituba;127848;604472.25;4728.04980469;both
PARÁ;PA;NORTE;São João do Araguaia;11923;42977.30078125;3604.57006836;both
PARÁ;PA;NORTE;Tracuateua;27825;69502.9765625;2497.86010742;both
PARÁ;PA;NORTE;Jacundá;55900;221262.140625;3958.17993164;both
PARÁ;PA;NORTE;Igarapé-Miri;57003;156092.75;2738.33007812;both
PARÁ;PA;NORTE;São Domingos do Araguaia;22063;92794.3046875;4205.87988281;both
PARÁ;PA;NORTE;Pacajá;41953;158200.59375;3770.89990234;both
PARÁ;PA;NORTE;Cametá;117099;328735.40625;2807.33007812;both
PARÁ;PA;NORTE;Maracanã;29417;94502.7109375;3212.52001953;both
PARÁ;PA;NORTE;Goianésia do Pará;29164;127624.2265625;4376.08984375;both
PARÁ;PA;NORTE;Santa Isabel do Pará;55570;277844.90625;4999.91015625;both
PARÁ;PA;NORTE;Pau_D'Arco;6522;36384.5546875;5578.74023438;both
PARÁ;PA;NORTE;Brejo Grande do Araguaia;7688;32709.0234375;4254.56005859;both
PARÁ;PA;NORTE;Medicilândia;23682;134716.71875;5688.56982422;both
PARÁ;PA;NORTE;Alenquer;57067;208143.0625;3647.35009766;both
PARÁ;PA;NORTE;Placas;19592;63461.06640625;3239.12988281;both
PARÁ;PA;NORTE;Belém;1437600;16526989.0;11496.24023438;both
PARÁ;PA;NORTE;Santo Antônio do Tauá;26855;104139.125;3877.83007812;both
PARÁ;PA;NORTE;Bujaru;23654;73291.046875;3098.45996094;both
PARÁ;PA;NORTE;Benevides;46611;519243.1875;11139.9296875;both
PARÁ;PA;NORTE;Concórdia do Pará;22251;85260.5703125;3831.76000977;both
PARÁ;PA;NORTE;Brasil Novo;19754;78731.859375;3985.62011719;both
PARÁ;PA;NORTE;Ipixuna do Pará;44396;220101.859375;4957.70019531;both
PARÁ;PA;NORTE;Água Azul do Norte;31216;187433.203125;6004.39990234;both
PARÁ;PA;NORTE;Vitória do Xingu;9664;68070.3671875;7043.70996094;both
PARÁ;PA;NORTE;Santarém;276665;1765658.375;6381.93994141;both
PARÁ;PA;NORTE;Bannach;3947;30876.3671875;7822.74023438;both
PARÁ;PA;NORTE;São Miguel do Guamá;44818;171330.625;3822.81005859;both
PARÁ;PA;NORTE;Oeiras do Pará;26796;89607.3984375;3344.06005859;both
PARÁ;PA;NORTE;Santa Maria do Pará;23202;99888.1484375;4305.14990234;both
PARÁ;PA;NORTE;Faro;19585;40236.5703125;2054.45996094;both
PARAÍBA;PB;NORDESTE;Bayeux;96198;604882.125;6287.89013672;both
PARAÍBA;PB;NORDESTE;Serra Branca;12816;62123.3359375;4847.33007812;both
PARAÍBA;PB;NORDESTE;Bernardino Batista;3315;11964.66210938;3609.25;both
PARAÍBA;PB;NORDESTE;Lagoa;4949;19203.7109375;3880.32006836;both
PARAÍBA;PB;NORDESTE;Pocinhos;16538;68767.046875;4158.12011719;both
PARAÍBA;PB;NORDESTE;Puxinanã;13354;59902.4921875;4485.72998047;both
PARAÍBA;PB;NORDESTE;São Sebastião do Umbuzeiro;3170;15186.453125;4790.68017578;both
PARAÍBA;PB;NORDESTE;Cabedelo;51865;2332828.25;44978.8515625;both
PARAÍBA;PB;NORDESTE;Patos;100732;615180.875;6107.10009766;both
PARAÍBA;PB;NORDESTE;Riachão do Bacamarte;4319;17855.66796875;4134.20996094;both
PARAÍBA;PB;NORDESTE;Alcantil;5232;22410.37304688;4283.33007812;both
PARAÍBA;PB;NORDESTE;Barra de Santana;8909;34139.8046875;3832.06005859;both
PARAÍBA;PB;NORDESTE;Alagoa Nova;19799;123786.2734375;6252.14990234;both
PARAÍBA;PB;NORDESTE;Serra Grande;3147;12504.2421875;3973.37988281;both
PARAÍBA;PB;NORDESTE;Riacho de Santo Antônio;1588;9611.00976562;6052.27001953;both
PARAÍBA;PB;NORDESTE;São José da Lagoa Tapada;8067;29955.484375;3713.34008789;both
PARAÍBA;PB;NORDESTE;Cruz do Espírito Santo;15854;71412.4453125;4504.37988281;both
PARAÍBA;PB;NORDESTE;Seridó;10091;32620.47851562;3232.62988281;both
PARAÍBA;PB;NORDESTE;Esperança;30855;221022.5625;7163.27001953;both
PARAÍBA;PB;NORDESTE;Poço de José de Moura;4118;17580.734375;4269.24023438;both
PARAÍBA;PB;NORDESTE;Uiraúna;14963;65173.609375;4355.64990234;both
PARAÍBA;PB;NORDESTE;Maturéia;6029;24164.58789062;4008.06005859;both
PARAÍBA;PB;NORDESTE;Pilõezinhos;5470;21413.59960938;3914.72998047;both
PARAÍBA;PB;NORDESTE;Alhandra;18941;233951.8125;12351.61035156;both
PARAÍBA;PB;NORDESTE;Santo André;2707;11492.10351562;4245.33007812;both
PARAÍBA;PB;NORDESTE;Tenório;2921;12547.22851562;4295.52978516;both
PARAÍBA;PB;NORDESTE;Araruna;20009;78491.8515625;3922.83007812;both
PARAÍBA;PB;NORDESTE;Salgadinho;3518;12675.48339844;3603.04003906;both
PARAÍBA;PB;NORDESTE;Lastro;2894;12315.78808594;4255.62988281;both
PARAÍBA;PB;NORDESTE;Ingá;18784;74695.015625;3976.52001953;both
PARAÍBA;PB;NORDESTE;São Francisco;3544;14183.72070312;4002.17993164;both
PARAÍBA;PB;NORDESTE;Picuí;19359;78050.453125;4031.73999023;both
PARAÍBA;PB;NORDESTE;Rio Tinto;23788;135686.15625;5703.97021484;both
PARAÍBA;PB;NORDESTE;Bom Jesus;2305;9674.91992188;4197.35986328;both
PARAÍBA;PB;NORDESTE;Malta;5800;22847.53320312;3939.22998047;both
PARAÍBA;PB;NORDESTE;Caiçara;7535;30622.7109375;4064.06005859;both
PARAÍBA;PB;NORDESTE;Brejo dos Santos;5899;23582.4609375;3997.69995117;both
PARAÍBA;PB;NORDESTE;Montadas;4750;19880.31054688;4185.33007812;both
PARAÍBA;PB;NORDESTE;Santana dos Garrotes;7817;29104.87109375;3723.2800293;both
PARAÍBA;PB;NORDESTE;Sapé;47682;242950.71875;5095.22998047;both
PARAÍBA;PB;NORDESTE;Juripiranga;10605;49805.71875;4696.43994141;both
PARAÍBA;PB;NORDESTE;Arara;12804;44775.48046875;3496.98999023;both
PARAÍBA;PB;NORDESTE;Princesa Isabel;20017;84892.03125;4241.0;both
PARAÍBA;PB;NORDESTE;Nova Palmeira;4087;18423.50976562;4507.83007812;both
PARAÍBA;PB;NORDESTE;Sossêgo;3089;12804.03125;4145.04003906;both
PARAÍBA;PB;NORDESTE;São Sebastião de Lagoa de Roça;11320;41455.34375;3662.12988281;both
PARAÍBA;PB;NORDESTE;Olivedos;3622;16201.1015625;4472.97021484;both
PARAÍBA;PB;NORDESTE;Quixabá;1488;8294.52832031;5574.27978516;both
PARAÍBA;PB;NORDESTE;Livramento;7330;28879.02539062;3939.84008789;both
PARAÍBA;PB;NORDESTE;Marcação;7606;33224.39453125;4368.18017578;both
PARAÍBA;PB;NORDESTE;Condado;6925;32832.8359375;4741.20019531;both
PARAÍBA;PB;NORDESTE;Mãe d'Água;4127;16183.31152344;3921.33007812;both
PARAÍBA;PB;NORDESTE;Poço Dantas;4046;14053.37597656;3473.39990234;both
PARAÍBA;PB;NORDESTE;Baraúna;4045;16776.06835938;4147.35986328;both
PARAÍBA;PB;NORDESTE;Lagoa Seca;25766;116892.609375;4536.70019531;both
PARAÍBA;PB;NORDESTE;Caldas Brandão;5544;25826.90234375;4658.52978516;both
PARAÍBA;PB;NORDESTE;Damião;4998;18189.4609375;3639.35009766;both
PARAÍBA;PB;NORDESTE;Massaranduba;12946;52693.06640625;4070.2199707;both
PARAÍBA;PB;NORDESTE;Paulista;12004;52906.15625;4407.37988281;both
PARAÍBA;PB;NORDESTE;São José de Caiana;6141;22382.828125;3644.82006836;both
PARAÍBA;PB;NORDESTE;Cuitegi;7243;26236.60351562;3622.34008789;both
PARAÍBA;PB;NORDESTE;Itabaiana;25463;118204.2109375;4642.18994141;both
PARAÍBA;PB;NORDESTE;Catolé do Rocha;28468;146767.578125;5155.52978516;both
PARAÍBA;PB;NORDESTE;Solânea;27951;108521.9921875;3882.58007812;both
PARAÍBA;PB;NORDESTE;Santa Helena;6198;24999.93164062;4033.55004883;both
PARAÍBA;PB;NORDESTE;Caaporã;20064;286072.875;14258.01953125;both
PARAÍBA;PB;NORDESTE;Araçagi;17839;100224.0078125;5618.25;both
PARAÍBA;PB;NORDESTE;Cajazeirinhas;3168;14881.45996094;4697.43017578;both
PARAÍBA;PB;NORDESTE;São José dos Ramos;5702;23567.55078125;4133.20996094;both
PARAÍBA;PB;NORDESTE;Campina Grande;383764;3894133.5;10147.20996094;both
PARAÍBA;PB;NORDESTE;Cuité de Mamanguape;6737;40357.0546875;5990.35986328;both
PARAÍBA;PB;NORDESTE;Marizópolis;6457;23577.13867188;3651.40991211;both
PARAÍBA;PB;NORDESTE;Queimadas;40323;194858.921875;4832.45019531;both
PARAÍBA;PB;NORDESTE;Alagoinha;13470;48926.3515625;3632.25;both
PARAÍBA;PB;NORDESTE;Natuba;10495;45638.9375;4348.64013672;both
PARAÍBA;PB;NORDESTE;Riacho dos Cavalos;8301;29296.59179688;3529.2800293;both
PARAÍBA;PB;NORDESTE;Algodão de Jandaíra;2425;11251.95605469;4639.97998047;both
PARAÍBA;PB;NORDESTE;Boa Ventura;5905;21960.3359375;3718.93994141;both
PARAÍBA;PB;NORDESTE;Junco do Seridó;6731;25847.86132812;3840.12011719;both
PARAÍBA;PB;NORDESTE;Areial;6441;23932.7890625;3715.68994141;both
PARAÍBA;PB;NORDESTE;São José de Piranhas;19566;80626.984375;4120.77001953;both
PARAÍBA;PB;NORDESTE;Riachão do Poço;4417;20743.28710938;4696.24023438;both
PARAÍBA;PB;NORDESTE;Frei Martinho;3025;12417.97558594;4105.12011719;both
PARAÍBA;PB;NORDESTE;Aguiar;5799;22089.37304688;3809.16992188;both
PARAÍBA;PB;NORDESTE;Areia de Baraúnas;2159;8848.55664062;4098.45019531;both
PARAÍBA;PB;NORDESTE;Areia;25648;104586.7578125;4077.77001953;both
PARAÍBA;PB;NORDESTE;São Mamede;7998;34872.84375;4360.20019531;both
PARAÍBA;PB;NORDESTE;Mari;21137;88334.703125;4179.14990234;both
PARAÍBA;PB;NORDESTE;Jericó;8100;31312.67382812;3865.76000977;both
PARAÍBA;PB;NORDESTE;Pedra Branca;3861;15541.8515625;4025.34008789;both
PARAÍBA;PB;NORDESTE;Santa Rita;126775;1138589.125;8981.1796875;both
PARAÍBA;PB;NORDESTE;Barra de Santa Rosa;13273;54124.6328125;4077.80004883;both
PARAÍBA;PB;NORDESTE;Belém do Brejo do Cruz;7256;26376.34960938;3635.11010742;both
PARAÍBA;PB;NORDESTE;Desterro;8191;30984.4375;3782.73999023;both
PARAÍBA;PB;NORDESTE;Cachoeira dos Índios;8693;40478.1015625;4656.39990234;both
PARAÍBA;PB;NORDESTE;Gurinhém;13998;54047.7109375;3861.10009766;both
PARAÍBA;PB;NORDESTE;Serra Redonda;7915;34666.3046875;4379.81982422;both
PARAÍBA;PB;NORDESTE;Mato Grosso;2695;11010.53808594;4085.54003906;both
PARAÍBA;PB;NORDESTE;Caraúbas;3964;19314.640625;4872.50976562;both
PARAÍBA;PB;NORDESTE;Mulungu;9629;37751.00390625;3920.55004883;both
PARAÍBA;PB;NORDESTE;São Bento;30353;157254.578125;5180.85986328;both
PARAÍBA;PB;NORDESTE;Salgado de São Félix;12950;45119.921875;3484.15991211;both
PARAÍBA;PB;NORDESTE;Curral de Cima;5648;31034.17382812;5494.72021484;both
PARAÍBA;PB;NORDESTE;Cabaceiras;5112;23832.2734375;4662.02978516;both
PARAÍBA;PB;NORDESTE;Lucena;11383;68387.4453125;6007.85986328;both
PARAÍBA;PB;NORDESTE;Tavares;14487;54769.8984375;3780.62011719;both
PARAÍBA;PB;NORDESTE;Mamanguape;41677;271837.96875;6522.49023438;both
PARAÍBA;PB;NORDESTE;Cuité;20834;82823.6875;3975.40991211;both
PARAÍBA;PB;NORDESTE;Ibiara;6304;23521.92578125;3731.27001953;both
PARAÍBA;PB;NORDESTE;Juru;10548;39501.80078125;3744.95996094;both
PARAÍBA;PB;NORDESTE;Barra de São Miguel;5624;25686.3046875;4567.27001953;both
PARAÍBA;PB;NORDESTE;Pedro Régis;5822;23410.6640625;4021.07006836;both
PARAÍBA;PB;NORDESTE;Cacimba de Dentro;17654;61040.89453125;3457.62011719;both
PARAÍBA;PB;NORDESTE;Conde;20849;268318.09375;12869.58984375;both
PARAÍBA;PB;NORDESTE;Coremas;15709;57766.76171875;3677.30004883;both
PARAÍBA;PB;NORDESTE;Santa Cecília;7244;28544.89453125;3940.48999023;both
PARAÍBA;PB;NORDESTE;Pitimbu;16832;88103.703125;5234.29980469;both
PARAÍBA;PB;NORDESTE;Guarabira;56136;383901.125;6838.77001953;both
PARAÍBA;PB;NORDESTE;Boqueirão;16360;98568.1171875;6024.95019531;both
PARAÍBA;PB;NORDESTE;Triunfo;9968;34377.05078125;3448.73999023;both
PARAÍBA;PB;NORDESTE;Pombal;32443;158469.953125;4884.56982422;both
PARAÍBA;PB;NORDESTE;Congo;4930;30035.15429688;6092.31982422;both
PARAÍBA;PB;NORDESTE;Várzea;2568;13316.390625;5185.50976562;both
PARAÍBA;PB;NORDESTE;Itapororoca;16573;104540.3515625;6307.87011719;both
PARAÍBA;PB;NORDESTE;Bonito de Santa Fé;10657;44123.16015625;4140.29980469;both
PARAÍBA;PB;NORDESTE;Aparecida;7607;30302.33789062;3983.47998047;both
PARAÍBA;PB;NORDESTE;São Domingos do Cariri;2341;11675.81152344;4987.52978516;both
PARAÍBA;PB;NORDESTE;Alagoa Grande;28126;106449.3359375;3784.72998047;both
PARAÍBA;PB;NORDESTE;Juazeirinho;16476;64330.44140625;3904.48999023;both
PARAÍBA;PB;NORDESTE;Capim;5458;22519.7109375;4126.0;both
PARAÍBA;PB;NORDESTE;Nazarezinho;7248;29003.875;4001.63989258;both
PARAÍBA;PB;NORDESTE;São Domingos;2822;12841.70410156;4550.56982422;both
PARAÍBA;PB;NORDESTE;Serraria;6798;28761.53125;4230.87988281;both
PARAÍBA;PB;NORDESTE;Casserengue;6985;26546.51367188;3800.5;both
PARAÍBA;PB;NORDESTE;Vista Serrana;3364;12908.87402344;3837.36010742;both
PARAÍBA;PB;NORDESTE;Fagundes;12183;46244.48828125;3795.82006836;both
PARAÍBA;PB;NORDESTE;São João do Rio do Peixe;18323;73621.5625;4017.98999023;both
PARAÍBA;PB;NORDESTE;Conceição;17988;72604.3203125;4036.26000977;both
PARAÍBA;PB;NORDESTE;Cajazeiras;57875;426916.625;7376.52978516;both
PARAÍBA;PB;NORDESTE;São Miguel de Taipu;6812;24999.91796875;3669.97998047;both
PARAÍBA;PB;NORDESTE;Monteiro;31100;165522.65625;5322.27001953;both
PARAÍBA;PB;NORDESTE;Duas Estradas;3855;19897.0703125;5161.37011719;both
PARAÍBA;PB;NORDESTE;Teixeira;14177;57575.5078125;4061.18994141;both
PARAÍBA;PB;NORDESTE;Pirpirituba;10546;40174.56640625;3809.45996094;both
PARAÍBA;PB;NORDESTE;Olho d'Água;7642;28109.671875;3678.31005859;both
PARAÍBA;PB;NORDESTE;Caturité;4629;32676.77929688;7059.14013672;both
PARAÍBA;PB;NORDESTE;Pilar;11737;48637.65625;4143.95996094;both
PARAÍBA;PB;NORDESTE;São João do Tigre;4726;16890.47070312;3573.94995117;both
PARAÍBA;PB;NORDESTE;Coxixola;1770;9451.24511719;5339.68994141;both
PARAÍBA;PB;NORDESTE;Camalaú;5959;25068.58007812;4206.83984375;both
PARAÍBA;PB;NORDESTE;Mogeiro;12504;54398.78515625;4350.50976562;both
PARAÍBA;PB;NORDESTE;Sumé;17085;71887.9765625;4207.66992188;both
PARAÍBA;PB;NORDESTE;Emas;3374;15891.53613281;4710.0;both
PARAÍBA;PB;NORDESTE;Passagem;2202;11653.19238281;5292.08984375;both
PARAÍBA;PB;NORDESTE;Amparo;2078;9379.60351562;4513.77001953;both
PARAÍBA;PB;NORDESTE;Nova Olinda;6455;22368.90820312;3465.36010742;both
PARAÍBA;PB;NORDESTE;Diamante;6751;26172.796875;3876.87988281;both
PARAÍBA;PB;NORDESTE;Zabelê;2101;9599.48144531;4569.00976562;both
PARAÍBA;PB;NORDESTE;Taperoá;15236;60003.859375;3938.29003906;both
PARAÍBA;PB;NORDESTE;São Bentinho;4214;19060.671875;4523.18017578;both
PARAÍBA;PB;NORDESTE;Pedra Lavrada;7035;30364.06640625;4316.14013672;both
PARAÍBA;PB;NORDESTE;Gado Bravo;8461;32843.94140625;3881.80004883;both
PARAÍBA;PB;NORDESTE;Jacaraú;14087;58463.69140625;4150.18994141;both
PARAÍBA;PB;NORDESTE;Sobrado;7604;33352.24609375;4386.14990234;both
PARAÍBA;PB;NORDESTE;Mataraca;7299;56635.21484375;7759.31005859;both
PARAÍBA;PB;NORDESTE;Serra da Raiz;3198;13855.29980469;4332.49023438;both
PARAÍBA;PB;NORDESTE;Sousa;65930;531249.0;8057.77001953;both
PARAÍBA;PB;NORDESTE;Matinhas;4314;22664.73828125;5253.75976562;both
PARAÍBA;PB;NORDESTE;Imaculada;11851;39315.609375;3317.48999023;both
PARAÍBA;PB;NORDESTE;Santa Teresinha;4778;21466.609375;4492.79980469;both
PARAÍBA;PB;NORDESTE;Assunção;3471;15733.43261719;4532.81982422;both
PARAÍBA;PB;NORDESTE;Nova Floresta;10392;37739.36328125;3631.58007812;both
PARAÍBA;PB;NORDESTE;Aroeiras;19725;71812.1953125;3640.66992188;both
